Name,f1,precision,confusionMatrix,AUC,STD
DummyClassifier,0.5,0.5197368421052632,"[[0.48, 0.0], [0.52, 0.0]]",0.5,0.0
LogisticRegression,0.51425,0.5197368421052632,"[[0.3, 0.18], [0.32, 0.2]]",0.504688039094435,0.02444149018478435
StackingClassifier,0.51425,0.5197368421052632,"[[0.3, 0.18], [0.32, 0.2]]",0.49760754275430025,0.019063267819887014
