Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.515,0.4728434504792332,"[[0.23, 0.28], [0.25, 0.25]]",0.5091754220762164,0.04436825771402058
GaussianNB,0.524,0.48736462093862815,"[[0.27, 0.24], [0.27, 0.22]]",0.49583610126610156,0.03133338141972919
StackingClassifier,0.524,0.48736462093862815,"[[0.27, 0.24], [0.27, 0.22]]",0.5051656449357604,0.037869396195683906
