Name,f1,precision,confusionMatrix,AUC,STD
DummyClassifier,0.5,0.5042553191489362,"[[0.48, 0.0], [0.52, 0.0]]",0.5,0.0
LogisticRegression,0.511,0.5042553191489362,"[[0.29, 0.19], [0.32, 0.2]]",0.5046534260151774,0.026225191259476668
StackingClassifier,0.511,0.5042553191489362,"[[0.29, 0.19], [0.32, 0.2]]",0.5088505539373915,0.023028774792391963
