Name,f1,precision,confusionMatrix,AUC,STD
DummyClassifier,0.5,0.5093555093555093,"[[0.48, 0.0], [0.52, 0.0]]",0.5,0.0
LogisticRegression,0.51325,0.5093555093555093,"[[0.28, 0.2], [0.31, 0.2]]",0.5078774808265144,0.031103182532414488
StackingClassifier,0.51325,0.5093555093555093,"[[0.28, 0.2], [0.31, 0.2]]",0.510092900128073,0.024595786254120868
