Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.531,0.5302013422818792,"[[0.27, 0.23], [0.23, 0.26]]",0.5173773534495388,0.03191963595115452
GaussianNB,0.5195,0.5103092783505154,"[[0.34, 0.16], [0.33, 0.16]]",0.49404577214543205,0.027560621908517095
