Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.533,0.5137614678899083,"[[0.24, 0.26], [0.22, 0.28]]",0.5179217338297248,0.04369414848347094
GaussianNB,0.5245,0.5121107266435986,"[[0.27, 0.24], [0.25, 0.25]]",0.521462024890717,0.05195355353225675
StackingClassifier,0.533,0.5137614678899083,"[[0.24, 0.26], [0.22, 0.28]]",0.5155721516695412,0.0395024448103197
