Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.5165,0.4668769716088328,"[[0.22, 0.28], [0.25, 0.25]]",0.5139570385315075,0.044448686250017765
GaussianNB,0.5245,0.494949494949495,"[[0.25, 0.25], [0.25, 0.24]]",0.50736403848018,0.03775395559177055
StackingClassifier,0.5165,0.4668769716088328,"[[0.22, 0.28], [0.25, 0.25]]",0.5084465750303063,0.03941381496105346
