Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.522,0.5104477611940299,"[[0.23, 0.27], [0.21, 0.28]]",0.5178156509228846,0.04153096568088362
GaussianNB,0.512,0.4713114754098361,"[[0.29, 0.22], [0.3, 0.19]]",0.5114316814755537,0.04675216958721542
StackingClassifier,0.514,0.5024630541871922,"[[0.17, 0.34], [0.16, 0.34]]",0.5107317411090596,0.04742633087915917
