Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.5265,0.5194805194805194,"[[0.26, 0.25], [0.23, 0.27]]",0.5017164611882001,0.041689548388595586
GaussianNB,0.5115,0.5067873303167421,"[[0.32, 0.18], [0.31, 0.19]]",0.5092894014228209,0.03499639849619065
StackingClassifier,0.5265,0.5194805194805194,"[[0.26, 0.25], [0.23, 0.27]]",0.5064804729068061,0.04681896793659311
