Name,f1,precision,confusionMatrix,AUC,STD
LogisticRegression,0.5345,0.5212121212121212,"[[0.24, 0.26], [0.21, 0.29]]",0.5235691878823717,0.04476127638600002
GaussianNB,0.5175,0.5164179104477612,"[[0.23, 0.27], [0.21, 0.29]]",0.4972631959554564,0.04452839091013492
StackingClassifier,0.5345,0.5212121212121212,"[[0.24, 0.26], [0.21, 0.29]]",0.5135602477444628,0.04119401736157661
